cabin,content,date,destination,rating,route,title 
Economy,"
The front line staff that you meet when you travel are the ones that create the reputation for the airline,they do not get the appreciation from the company that they deserve,I have only good things to say about all of the people I have met when I travel (I wish they were working for me) Ha!Ha!Ha! Kudos to the staff...
","Reviewed 29 March 2017
",Medicine Hat - London,ui_bubble_rating bubble_40,International,Excellent service on the ground and in the air
Economy,"
Air Canada can either delay the flight or change it to an earlier time to suit their convenience. How about the inconvenience to the passenger? The previous time my flight was schedule around 6 pm and they called and changed my flight to 4 pm. I had to scramble to rearrange my appointment to fit their schedule. But the next...
","Reviewed 29 March 2017
",Philadelphia - Toronto,ui_bubble_rating bubble_10,Canada,Airline staff goes deaf to passengers plea
Economy,"
I travelled with Air Canada yesterday on my way home from a father son golf trip to myrtle beach. Our flight was delayed leaving Myrtle Beach which was fine no biggie we had some time for layover in Newark before we had to board another flight from Newark-Montreal and then Montreal to Halifax.
We got into Newark and our flight...
","Reviewed 29 March 2017
",Myrtle Beach - Halifax,ui_bubble_rating bubble_10,Canada,Honest review
Economy,"
I travelled with Air Canada yesterday on my way home from a father son golf trip to myrtle beach. Our flight was delayed leaving Myrtle Beach which was fine no biggie we had some time for layover in Newark before we had to board another flight from Newark-Montreal and then Montreal to Halifax.
We got into Newark and our flight...
","Reviewed 29 March 2017
",Myrtle Beach - Halifax,ui_bubble_rating bubble_10,Canada,Honest review
Economy,"
Air Canada is not my first choice. Ever. But,, hey, sometimes you have to go with it because the flight time is the one you need or the other carrier is already booked solid. Drat, drat and double drat!
The staff at the PG airport were great for our flight to Vancouver. The flight attendants to Vancouver were pleasant.
The...
","Reviewed 29 March 2017
",Vancouver - Prince George,ui_bubble_rating bubble_30,Domestic,Air Canada - R U Happy?!
Economy,"
Air Canada is not my first choice. Ever. But,, hey, sometimes you have to go with it because the flight time is the one you need or the other carrier is already booked solid. Drat, drat and double drat!
The staff at the PG airport were great for our flight to Vancouver. The flight attendants to Vancouver were pleasant.
The...
","Reviewed 29 March 2017
",Vancouver - Prince George,ui_bubble_rating bubble_30,Domestic,Air Canada - R U Happy?!
Business Class,"
Excellent business class and value for money. Punctual. Friendly staff. Very spacious and comfortable seats. I will definitely take this option again via Toronto to fly to Asia.
","Reviewed 28 March 2017
",Toronto - Shanghai,ui_bubble_rating bubble_50,International,Excellent business class 
Business Class,"
Excellent business class and value for money. Punctual. Friendly staff. Very spacious and comfortable seats. I will definitely take this option again via Toronto to fly to Asia.
","Reviewed 28 March 2017
",Toronto - Shanghai,ui_bubble_rating bubble_50,International,Excellent business class 
Economy,"
Terrible service, long waits to speak to someone every time, and no solutions when you do. Be ready to pay a lot of money for a below average service and get charged for absolutely everything, even if they mess something up.
","Reviewed 28 March 2017
",Toronto - Vancouver,ui_bubble_rating bubble_10,Domestic,Overpriced and terrible customer service
Economy,"
Service is not what it use to be.....no monitors..small spaces and lack of service.
I wasn't happy with how unattentive the stewardesses were.
","Reviewed 28 March 2017
",Toronto - Phoenix,ui_bubble_rating bubble_30,USA,Service
Economy,"
Hi everyone.
i just want to share a few stories about Air Canada :)
i've been using this airline since 2006.
2006, my first long distance flight was from Asia to Vancouver. Actually i don't want to explain every single story but today was the worst service ever i got.
Second, i took Air Canada recently, the flight was YVR...
","Reviewed 28 March 2017
",Vancouver - Los Angeles,ui_bubble_rating bubble_10,USA,horrible services in general.
Economy,"
Hi everyone.
i just want to share a few stories about Air Canada :)
i've been using this airline since 2006.
2006, my first long distance flight was from Asia to Vancouver. Actually i don't want to explain every single story but today was the worst service ever i got.
Second, i took Air Canada recently, the flight was YVR...
","Reviewed 28 March 2017
",Vancouver - Los Angeles,ui_bubble_rating bubble_10,USA,horrible services in general.
Economy,"
I needed special wheelchair service and my experience was excellent!!! Everyone was kind and very helpful! I was very impressed with my whole experience from start to finish. The wifi was not working on plane but that didn't make a difference with my overall experience because of the excellence of everything else!
","Reviewed 28 March 2017
",Toronto - Orlando,ui_bubble_rating bubble_50,USA,Florida trip!
Economy,"
I needed special wheelchair service and my experience was excellent!!! Everyone was kind and very helpful! I was very impressed with my whole experience from start to finish. The wifi was not working on plane but that didn't make a difference with my overall experience because of the excellence of everything else!
","Reviewed 28 March 2017
",Toronto - Orlando,ui_bubble_rating bubble_50,USA,Florida trip!
Economy,"
We arrived in Toronto approximately an hour and forty five minutes late so that many of the passengers missed their connecting flights. There was no staff from Air Canada to advise us where to go or what to do. It was around 10:45 pm when we landed, and it turns out that customer service kiosks in the airport were closing...
","Reviewed 27 March 2017
",Los Angeles - Toronto,ui_bubble_rating bubble_20,Canada,Very poor customer service
Economy,"
We arrived in Toronto approximately an hour and forty five minutes late so that many of the passengers missed their connecting flights. There was no staff from Air Canada to advise us where to go or what to do. It was around 10:45 pm when we landed, and it turns out that customer service kiosks in the airport were closing...
","Reviewed 27 March 2017
",Los Angeles - Toronto,ui_bubble_rating bubble_20,Canada,Very poor customer service
Economy,"
I fly AC when possible and generally am happy with their performance and customer service. Seems to me that they cancel Penticton flights with ease as it happens often.
Even after the ILS was installed recently.
On the last two trips my luggage was damaged on both occasion.
No compensation on cancel flights on the last leg.. 24 hours outta...
","Reviewed 27 March 2017
",Penticton - Varadero,ui_bubble_rating bubble_40,Caribbean,Good most of the time
